year,month,circle,type_of_connection,service_provider,value,date
2013,August,Uttar Pradesh (West),wireline,Bharti Airtel,21125,8/1/2013
2013,September,Uttar Pradesh (West),wireline,Bharti Airtel,21128,9/1/2013
2013,October,Uttar Pradesh (West),wireline,Bharti Airtel,21187,10/1/2013
2013,November,Uttar Pradesh (West),wireline,Bharti Airtel,21218,11/1/2013
2013,December,Uttar Pradesh (West),wireline,Bharti Airtel,21257,12/1/2013
2014,January,Uttar Pradesh (West),wireline,Bharti Airtel,21224,1/1/2014
2014,February,Uttar Pradesh (West),wireline,Bharti Airtel,21191,2/1/2014
2014,March,Uttar Pradesh (West),wireline,Bharti Airtel,21321,3/1/2014
2014,April,Uttar Pradesh (West),wireline,Bharti Airtel,21090,4/1/2014
2014,May,Uttar Pradesh (West),wireline,Bharti Airtel,20898,5/1/2014
2014,June,Uttar Pradesh (West),wireline,Bharti Airtel,20703,6/1/2014
2014,July,Uttar Pradesh (West),wireline,Bharti Airtel,20594,7/1/2014
2014,August,Uttar Pradesh (West),wireline,Bharti Airtel,20574,8/1/2014
2014,September,Uttar Pradesh (West),wireline,Bharti Airtel,20432,9/1/2014
2014,October,Uttar Pradesh (West),wireline,Bharti Airtel,20370,10/1/2014
2014,November,Uttar Pradesh (West),wireline,Bharti Airtel,20278,11/1/2014
2014,December,Uttar Pradesh (West),wireline,Bharti Airtel,20098,12/1/2014
2015,January,Uttar Pradesh (West),wireline,Bharti Airtel,20158,1/1/2015
2015,February,Uttar Pradesh (West),wireline,Bharti Airtel,20207,2/1/2015
2015,March,Uttar Pradesh (West),wireline,Bharti Airtel,20235,3/1/2015
2015,April,Uttar Pradesh (West),wireline,Bharti Airtel,20104,4/1/2015
2015,May,Uttar Pradesh (West),wireline,Bharti Airtel,20185,5/1/2015
2015,June,Uttar Pradesh (West),wireline,Bharti Airtel,20139,6/1/2015
2015,July,Uttar Pradesh (West),wireline,Bharti Airtel,20286,7/1/2015
2015,August,Uttar Pradesh (West),wireline,Bharti Airtel,20349,8/1/2015
2015,September,Uttar Pradesh (West),wireline,Bharti Airtel,20480,9/1/2015
2015,October,Uttar Pradesh (West),wireline,Bharti Airtel,20696,10/1/2015
2015,November,Uttar Pradesh (West),wireline,Bharti Airtel,20838,11/1/2015
2015,December,Uttar Pradesh (West),wireline,Bharti Airtel,21028,12/1/2015
2016,January,Uttar Pradesh (West),wireline,Bharti Airtel,21359,1/1/2016
2016,February,Uttar Pradesh (West),wireline,Bharti Airtel,21601,2/1/2016
2016,March,Uttar Pradesh (West),wireline,Bharti Airtel,21793,3/1/2016
2016,April,Uttar Pradesh (West),wireline,Bharti Airtel,22027,4/1/2016
2016,May,Uttar Pradesh (West),wireline,Bharti Airtel,22292,5/1/2016
2016,June,Uttar Pradesh (West),wireline,Bharti Airtel,22622,6/1/2016
2016,July,Uttar Pradesh (West),wireline,Bharti Airtel,22807,7/1/2016
2016,August,Uttar Pradesh (West),wireline,Bharti Airtel,22966,8/1/2016
2016,September,Uttar Pradesh (West),wireline,Bharti Airtel,23026,9/1/2016
2016,October,Uttar Pradesh (West),wireline,Bharti Airtel,23051,10/1/2016
2016,November,Uttar Pradesh (West),wireline,Bharti Airtel,23083,11/1/2016
2016,December,Uttar Pradesh (West),wireline,Bharti Airtel,23115,12/1/2016
2017,January,Uttar Pradesh (West),wireline,Bharti Airtel,23143,1/1/2017
2017,February,Uttar Pradesh (West),wireline,Bharti Airtel,23160,2/1/2017
2017,March,Uttar Pradesh (West),wireline,Bharti Airtel,23187,3/1/2017
2017,April,Uttar Pradesh (West),wireline,Bharti Airtel,23187,4/1/2017
2017,May,Uttar Pradesh (West),wireline,Bharti Airtel,23196,5/1/2017
2017,June,Uttar Pradesh (West),wireline,Bharti Airtel,22974,6/1/2017
2017,July,Uttar Pradesh (West),wireline,Bharti Airtel,22999,7/1/2017
2017,August,Uttar Pradesh (West),wireline,Bharti Airtel,22863,8/1/2017
2017,September,Uttar Pradesh (West),wireline,Bharti Airtel,22873,9/1/2017
2017,October,Uttar Pradesh (West),wireline,Bharti Airtel,22600,10/1/2017
2017,November,Uttar Pradesh (West),wireline,Bharti Airtel,22553,11/1/2017
2017,December,Uttar Pradesh (West),wireline,Bharti Airtel,22568,12/1/2017
2018,January,Uttar Pradesh (West),wireline,Bharti Airtel,22497,1/1/2018
2018,February,Uttar Pradesh (West),wireline,Bharti Airtel,22227,2/1/2018
2018,March,Uttar Pradesh (West),wireline,Bharti Airtel,22196,3/1/2018
2018,April,Uttar Pradesh (West),wireline,Bharti Airtel,22220,4/1/2018
2018,May,Uttar Pradesh (West),wireline,Bharti Airtel,22173,5/1/2018
2018,June,Uttar Pradesh (West),wireline,Bharti Airtel,22276,6/1/2018
2018,July,Uttar Pradesh (West),wireline,Bharti Airtel,22409,7/1/2018
2018,August,Uttar Pradesh (West),wireline,Bharti Airtel,22541,8/1/2018
2018,September,Uttar Pradesh (West),wireline,Bharti Airtel,22736,9/1/2018
2018,October,Uttar Pradesh (West),wireline,Bharti Airtel,23077,10/1/2018
2018,November,Uttar Pradesh (West),wireline,Bharti Airtel,23235,11/1/2018
2018,December,Uttar Pradesh (West),wireline,Bharti Airtel,23323,12/1/2018
2019,January,Uttar Pradesh (West),wireline,Bharti Airtel,23414,1/1/2019
2019,February,Uttar Pradesh (West),wireline,Bharti Airtel,23518,2/1/2019
2019,March,Uttar Pradesh (West),wireline,Bharti Airtel,23671,3/1/2019
2019,April,Uttar Pradesh (West),wireline,Bharti Airtel,24022,4/1/2019
2019,May,Uttar Pradesh (West),wireline,Bharti Airtel,24180,5/1/2019
2019,June,Uttar Pradesh (West),wireline,Bharti Airtel,24134,6/1/2019
2019,July,Uttar Pradesh (West),wireline,Bharti Airtel,24289,7/1/2019
2019,August,Uttar Pradesh (West),wireline,Bharti Airtel,24207,8/1/2019
2019,September,Uttar Pradesh (West),wireline,Bharti Airtel,24144,9/1/2019
2019,October,Uttar Pradesh (West),wireline,Bharti Airtel,24164,10/1/2019
2019,November,Uttar Pradesh (West),wireline,Bharti Airtel,24355,11/1/2019
2019,December,Uttar Pradesh (West),wireline,Bharti Airtel,24538,12/1/2019
2020,January,Uttar Pradesh (West),wireline,Bharti Airtel,24782,1/1/2020
2020,February,Uttar Pradesh (West),wireline,Bharti Airtel,25248,2/1/2020
2020,March,Uttar Pradesh (West),wireline,Bharti Airtel,25940,3/1/2020
2020,April,Uttar Pradesh (West),wireline,Bharti Airtel,26222,4/1/2020
2020,May,Uttar Pradesh (West),wireline,Bharti Airtel,26291,5/1/2020
2020,June,Uttar Pradesh (West),wireline,Bharti Airtel,28135,6/1/2020
2020,September,Uttar Pradesh (West),wireline,Bharti Airtel,36750,9/1/2020
2020,October,Uttar Pradesh (West),wireline,Bharti Airtel,38732,10/1/2020
2020,November,Uttar Pradesh (West),wireline,Bharti Airtel,37618,11/1/2020
2020,December,Uttar Pradesh (West),wireline,Bharti Airtel,43370,12/1/2020
2021,January,Uttar Pradesh (West),wireline,Bharti Airtel,47044,1/1/2021
2021,February,Uttar Pradesh (West),wireline,Bharti Airtel,49395,2/1/2021
2021,March,Uttar Pradesh (West),wireline,Bharti Airtel,51871,3/1/2021
2021,April,Uttar Pradesh (West),wireline,Bharti Airtel,55191,4/1/2021
2021,May,Uttar Pradesh (West),wireline,Bharti Airtel,57711,5/1/2021
2021,June,Uttar Pradesh (West),wireline,Bharti Airtel,61221,6/1/2021
2021,July,Uttar Pradesh (West),wireline,Bharti Airtel,65085,7/1/2021
2021,August,Uttar Pradesh (West),wireline,Bharti Airtel,69072,8/1/2021
2021,September,Uttar Pradesh (West),wireline,Bharti Airtel,72913,9/1/2021
2021,October,Uttar Pradesh (West),wireline,Bharti Airtel,74341,10/1/2021
2021,November,Uttar Pradesh (West),wireline,Bharti Airtel,85817,11/1/2021
2021,December,Uttar Pradesh (West),wireline,Bharti Airtel,78709,12/1/2021
2022,January,Uttar Pradesh (West),wireline,Bharti Airtel,84145,1/1/2022
2022,February,Uttar Pradesh (West),wireline,Bharti Airtel,93967,2/1/2022
2022,March,Uttar Pradesh (West),wireline,Bharti Airtel,96213,3/1/2022
2022,April,Uttar Pradesh (West),wireline,Bharti Airtel,97950,4/1/2022
2022,May,Uttar Pradesh (West),wireline,Bharti Airtel,99318,5/1/2022
2022,June,Uttar Pradesh (West),wireline,Bharti Airtel,100935,6/1/2022
2022,July,Uttar Pradesh (West),wireline,Bharti Airtel,91754,7/1/2022
2022,August,Uttar Pradesh (West),wireline,Bharti Airtel,93939,8/1/2022
2022,September,Uttar Pradesh (West),wireline,Bharti Airtel,95971,9/1/2022
2022,October,Uttar Pradesh (West),wireline,Bharti Airtel,98585,10/1/2022
2022,November,Uttar Pradesh (West),wireline,Bharti Airtel,101011,11/1/2022
2022,December,Uttar Pradesh (West),wireline,Bharti Airtel,103285,12/1/2022
2023,January,Uttar Pradesh (West),wireline,Bharti Airtel,105505,1/1/2023
2023,February,Uttar Pradesh (West),wireline,Bharti Airtel,107481,2/1/2023
2023,March,Uttar Pradesh (West),wireline,Bharti Airtel,114686,3/1/2023
2023,April,Uttar Pradesh (West),wireline,Bharti Airtel,116647,4/1/2023
2024,January,Uttar Pradesh (West),wireline,Bharti Airtel,138432,1/1/2024
2024,February,Uttar Pradesh (West),wireline,Bharti Airtel,139853,2/1/2024
2024,March,Uttar Pradesh (West),wireline,Bharti Airtel,151829,3/1/2024
2024,April,Uttar Pradesh (West),wireline,Bharti Airtel,168702,4/1/2024
2024,May,Uttar Pradesh (West),wireline,Bharti Airtel,171936,5/1/2024
2024,June,Uttar Pradesh (West),wireline,Bharti Airtel,170502,6/1/2024
2024,July,Uttar Pradesh (West),wireline,Bharti Airtel,187555,7/1/2024
2024,August,Uttar Pradesh (West),wireline,Bharti Airtel,190718,8/1/2024
2024,September,Uttar Pradesh (West),wireline,Bharti Airtel,193474,9/1/2024
2024,October,Uttar Pradesh (West),wireline,Bharti Airtel,195687,10/1/2024
2024,November,Uttar Pradesh (West),wireline,Bharti Airtel,197369,11/1/2024
2024,December,Uttar Pradesh (West),wireline,Bharti Airtel,215772,12/1/2024
2025,January,Uttar Pradesh (West),wireline,Bharti Airtel,217622,1/1/2025
2025,February,Uttar Pradesh (West),wireline,Bharti Airtel,220256,2/1/2025
2025,March,Uttar Pradesh (West),wireline,Bharti Airtel,223098,3/1/2025
2025,April,Uttar Pradesh (West),wireline,Bharti Airtel,228471,4/1/2025
2022,January,West Bengal,wireline,Bharti Airtel,4617,1/1/2022
2022,February,West Bengal,wireline,Bharti Airtel,4617,2/1/2022
2022,March,West Bengal,wireline,Bharti Airtel,4617,3/1/2022
2022,April,West Bengal,wireline,Bharti Airtel,4617,4/1/2022
2022,May,West Bengal,wireline,Bharti Airtel,4449,5/1/2022
2022,June,West Bengal,wireline,Bharti Airtel,4449,6/1/2022
2022,July,West Bengal,wireline,Bharti Airtel,4449,7/1/2022
2022,August,West Bengal,wireline,Bharti Airtel,4449,8/1/2022
2022,September,West Bengal,wireline,Bharti Airtel,7578,9/1/2022
2022,October,West Bengal,wireline,Bharti Airtel,10125,10/1/2022
2022,November,West Bengal,wireline,Bharti Airtel,11861,11/1/2022
2022,December,West Bengal,wireline,Bharti Airtel,12784,12/1/2022
2023,January,West Bengal,wireline,Bharti Airtel,14614,1/1/2023
2023,February,West Bengal,wireline,Bharti Airtel,18926,2/1/2023
2023,March,West Bengal,wireline,Bharti Airtel,26370,3/1/2023
2023,April,West Bengal,wireline,Bharti Airtel,28459,4/1/2023
2024,January,West Bengal,wireline,Bharti Airtel,51756,1/1/2024
2024,February,West Bengal,wireline,Bharti Airtel,54001,2/1/2024
2024,March,West Bengal,wireline,Bharti Airtel,55930,3/1/2024
2024,April,West Bengal,wireline,Bharti Airtel,57760,4/1/2024
2024,May,West Bengal,wireline,Bharti Airtel,59882,5/1/2024
2024,June,West Bengal,wireline,Bharti Airtel,60938,6/1/2024
2024,July,West Bengal,wireline,Bharti Airtel,63017,7/1/2024
2024,August,West Bengal,wireline,Bharti Airtel,64266,8/1/2024
2024,September,West Bengal,wireline,Bharti Airtel,68959,9/1/2024
2024,October,West Bengal,wireline,Bharti Airtel,78530,10/1/2024
2024,November,West Bengal,wireline,Bharti Airtel,80246,11/1/2024
2024,December,West Bengal,wireline,Bharti Airtel,81903,12/1/2024
2025,January,West Bengal,wireline,Bharti Airtel,83296,1/1/2025
2025,February,West Bengal,wireline,Bharti Airtel,84515,2/1/2025
2025,March,West Bengal,wireline,Bharti Airtel,86815,3/1/2025
2025,April,West Bengal,wireline,Bharti Airtel,88380,4/1/2025
2020,July,All India,wireline,Bharti Airtel (including Tata Telecommunications),319932020,7/1/2020
2020,August,All India,wireline,Bharti Airtel (including Tata Telecommunications),322831817,8/1/2020
2020,July,Andhra Pradesh,wireline,Bharti Airtel (including Tata Telecommunications),28758029,7/1/2020
2020,August,Andhra Pradesh,wireline,Bharti Airtel (including Tata Telecommunications),29027558,8/1/2020
2020,July,Assam,wireline,Bharti Airtel (including Tata Telecommunications),8320961,7/1/2020
2020,August,Assam,wireline,Bharti Airtel (including Tata Telecommunications),8387563,8/1/2020
2020,July,Bihar,wireline,Bharti Airtel (including Tata Telecommunications),33965932,7/1/2020
2020,August,Bihar,wireline,Bharti Airtel (including Tata Telecommunications),34163354,8/1/2020
2020,July,Delhi,wireline,Bharti Airtel (including Tata Telecommunications),15207120,7/1/2020
2020,August,Delhi,wireline,Bharti Airtel (including Tata Telecommunications),15299368,8/1/2020
2020,July,Gujarat,wireline,Bharti Airtel (including Tata Telecommunications),10086878,7/1/2020
2020,August,Gujarat,wireline,Bharti Airtel (including Tata Telecommunications),10248688,8/1/2020
2020,July,Haryana,wireline,Bharti Airtel (including Tata Telecommunications),4625751,7/1/2020
2020,August,Haryana,wireline,Bharti Airtel (including Tata Telecommunications),4712177,8/1/2020
2020,July,Himachal Pradesh,wireline,Bharti Airtel (including Tata Telecommunications),3239054,7/1/2020
2020,August,Himachal Pradesh,wireline,Bharti Airtel (including Tata Telecommunications),3243177,8/1/2020
2020,July,Jammu and Kashmir,wireline,Bharti Airtel (including Tata Telecommunications),5692818,7/1/2020
2020,August,Jammu and Kashmir,wireline,Bharti Airtel (including Tata Telecommunications),5495530,8/1/2020
2020,July,Karnataka,wireline,Bharti Airtel (including Tata Telecommunications),28133587,7/1/2020
2020,August,Karnataka,wireline,Bharti Airtel (including Tata Telecommunications),28417768,8/1/2020
2020,July,Kerala,wireline,Bharti Airtel (including Tata Telecommunications),5775421,7/1/2020
2020,August,Kerala,wireline,Bharti Airtel (including Tata Telecommunications),5944643,8/1/2020
2020,July,Kolkata,wireline,Bharti Airtel (including Tata Telecommunications),5864930,7/1/2020
2020,August,Kolkata,wireline,Bharti Airtel (including Tata Telecommunications),5877420,8/1/2020
2020,July,Madhya Pradesh,wireline,Bharti Airtel (including Tata Telecommunications),13683182,7/1/2020
2020,August,Madhya Pradesh,wireline,Bharti Airtel (including Tata Telecommunications),13888383,8/1/2020
2020,July,Maharashtra,wireline,Bharti Airtel (including Tata Telecommunications),15815103,7/1/2020
2020,August,Maharashtra,wireline,Bharti Airtel (including Tata Telecommunications),16198014,8/1/2020
2020,July,Mumbai,wireline,Bharti Airtel (including Tata Telecommunications),9330044,7/1/2020
2020,August,Mumbai,wireline,Bharti Airtel (including Tata Telecommunications),9376506,8/1/2020
2020,July,North East,wireline,Bharti Airtel (including Tata Telecommunications),5108808,7/1/2020
2020,August,North East,wireline,Bharti Airtel (including Tata Telecommunications),5129676,8/1/2020
2020,July,Odisha,wireline,Bharti Airtel (including Tata Telecommunications),10727899,7/1/2020
2020,August,Odisha,wireline,Bharti Airtel (including Tata Telecommunications),10718118,8/1/2020
2020,July,Punjab,wireline,Bharti Airtel (including Tata Telecommunications),10111557,7/1/2020
2020,August,Punjab,wireline,Bharti Airtel (including Tata Telecommunications),10179972,8/1/2020
2020,July,Rajasthan,wireline,Bharti Airtel (including Tata Telecommunications),20774831,7/1/2020
2020,August,Rajasthan,wireline,Bharti Airtel (including Tata Telecommunications),21016824,8/1/2020
2020,July,Tamil Nadu,wireline,Bharti Airtel (including Tata Telecommunications),24689184,7/1/2020
2020,August,Tamil Nadu,wireline,Bharti Airtel (including Tata Telecommunications),24900733,8/1/2020
2020,July,Uttar Pradesh (East),wireline,Bharti Airtel (including Tata Telecommunications),31143539,7/1/2020
2020,August,Uttar Pradesh (East),wireline,Bharti Airtel (including Tata Telecommunications),31420044,8/1/2020
2020,July,Uttar Pradesh (West),wireline,Bharti Airtel (including Tata Telecommunications),14178928,7/1/2020
2020,August,Uttar Pradesh (West),wireline,Bharti Airtel (including Tata Telecommunications),14545289,8/1/2020
2020,July,West Bengal,wireline,Bharti Airtel (including Tata Telecommunications),14698464,7/1/2020
2020,August,West Bengal,wireline,Bharti Airtel (including Tata Telecommunications),14641012,8/1/2020
2009,April,All India,wireline,HFCL,162044,4/1/2009
2009,May,All India,wireline,HFCL,161847,5/1/2009
2009,June,All India,wireline,HFCL,163821,6/1/2009
2009,July,All India,wireline,HFCL,163399,7/1/2009
2009,August,All India,wireline,HFCL,164745,8/1/2009
2009,September,All India,wireline,HFCL,165978,9/1/2009
2009,October,All India,wireline,HFCL,167151,10/1/2009
2009,November,All India,wireline,HFCL,168015,11/1/2009
2009,December,All India,wireline,HFCL,168761,12/1/2009
2010,January,All India,wireline,HFCL,170122,1/1/2010
2010,February,All India,wireline,HFCL,171583,2/1/2010
2010,March,All India,wireline,HFCL,173407,3/1/2010
2010,April,All India,wireline,HFCL,174667,4/1/2010
2010,May,All India,wireline,HFCL,176501,5/1/2010
2010,June,All India,wireline,HFCL,178280,6/1/2010
2010,July,All India,wireline,HFCL,179969,7/1/2010
2010,August,All India,wireline,HFCL,181599,8/1/2010
2010,September,All India,wireline,HFCL,183042,9/1/2010
2010,October,All India,wireline,HFCL,183575,10/1/2010
2010,November,All India,wireline,HFCL,185902,11/1/2010
2010,December,All India,wireline,HFCL,184209,12/1/2010
2011,January,All India,wireline,HFCL,187676,1/1/2011
2011,February,All India,wireline,HFCL,188943,2/1/2011
2011,March,All India,wireline,HFCL,189900,3/1/2011
2011,April,All India,wireline,HFCL,191293,4/1/2011
2011,May,All India,wireline,HFCL,192725,5/1/2011
2011,June,All India,wireline,HFCL,193500,6/1/2011
2011,July,All India,wireline,HFCL,194657,7/1/2011
2011,August,All India,wireline,HFCL,195137,8/1/2011
2011,September,All India,wireline,HFCL,196383,9/1/2011
2011,October,All India,wireline,HFCL,196602,10/1/2011
2011,November,All India,wireline,HFCL,197419,11/1/2011
2011,December,All India,wireline,HFCL,198744,12/1/2011
2012,January,All India,wireline,HFCL,199315,1/1/2012
2012,February,All India,wireline,HFCL,200222,2/1/2012
2012,March,All India,wireline,HFCL,200432,3/1/2012
2009,April,Punjab,wireline,HFCL,162044,4/1/2009
2009,May,Punjab,wireline,HFCL,161847,5/1/2009
2009,June,Punjab,wireline,HFCL,163821,6/1/2009
2009,July,Punjab,wireline,HFCL,163399,7/1/2009
2009,August,Punjab,wireline,HFCL,164745,8/1/2009
2009,September,Punjab,wireline,HFCL,165978,9/1/2009
2009,October,Punjab,wireline,HFCL,167151,10/1/2009
2009,November,Punjab,wireline,HFCL,168015,11/1/2009
2009,December,Punjab,wireline,HFCL,168761,12/1/2009
2010,January,Punjab,wireline,HFCL,170122,1/1/2010
2010,February,Punjab,wireline,HFCL,171583,2/1/2010
2010,March,Punjab,wireline,HFCL,173407,3/1/2010
2010,April,Punjab,wireline,HFCL,174667,4/1/2010
2010,May,Punjab,wireline,HFCL,176501,5/1/2010
2010,June,Punjab,wireline,HFCL,178280,6/1/2010
2010,July,Punjab,wireline,HFCL,179969,7/1/2010
2010,August,Punjab,wireline,HFCL,181599,8/1/2010
2010,September,Punjab,wireline,HFCL,183042,9/1/2010
2010,October,Punjab,wireline,HFCL,183575,10/1/2010
2010,November,Punjab,wireline,HFCL,185902,11/1/2010
2010,December,Punjab,wireline,HFCL,184209,12/1/2010
2011,January,Punjab,wireline,HFCL,187676,1/1/2011
2011,February,Punjab,wireline,HFCL,188943,2/1/2011
2011,March,Punjab,wireline,HFCL,189900,3/1/2011
2011,April,Punjab,wireline,HFCL,191293,4/1/2011
2011,May,Punjab,wireline,HFCL,192725,5/1/2011
2011,June,Punjab,wireline,HFCL,193500,6/1/2011
2011,July,Punjab,wireline,HFCL,194657,7/1/2011
2011,August,Punjab,wireline,HFCL,195137,8/1/2011
2011,September,Punjab,wireline,HFCL,196383,9/1/2011
2011,October,Punjab,wireline,HFCL,196602,10/1/2011
2011,November,Punjab,wireline,HFCL,197419,11/1/2011
2011,December,Punjab,wireline,HFCL,198744,12/1/2011
2012,January,Punjab,wireline,HFCL,199315,1/1/2012
2012,February,Punjab,wireline,HFCL,200222,2/1/2012
2012,March,Punjab,wireline,HFCL,200432,3/1/2012
2009,January,All India,wireline,HFCL Infotel,158162,1/1/2009
2009,February,All India,wireline,HFCL Infotel,159795,2/1/2009
2009,March,All India,wireline,HFCL Infotel,162217,3/1/2009
2009,January,Punjab,wireline,HFCL Infotel,158162,1/1/2009
2009,February,Punjab,wireline,HFCL Infotel,159795,2/1/2009
2009,March,Punjab,wireline,HFCL Infotel,162217,3/1/2009
2009,January,All India,wireline,MTNL,3523344,1/1/2009
2009,February,All India,wireline,MTNL,3514149,2/1/2009
2009,March,All India,wireline,MTNL,3573206,3/1/2009
2009,April,All India,wireline,MTNL,3575909,4/1/2009
2009,May,All India,wireline,MTNL,3559105,5/1/2009
2009,June,All India,wireline,MTNL,3550107,6/1/2009
2009,July,All India,wireline,MTNL,3541926,7/1/2009
2009,August,All India,wireline,MTNL,3519300,8/1/2009
2009,September,All India,wireline,MTNL,3514454,9/1/2009
2009,October,All India,wireline,MTNL,3509061,10/1/2009
2009,November,All India,wireline,MTNL,3497084,11/1/2009
2009,December,All India,wireline,MTNL,3491244,12/1/2009
2010,January,All India,wireline,MTNL,1950408,1/1/2010
2010,February,All India,wireline,MTNL,3482275,2/1/2010
2010,March,All India,wireline,MTNL,3496754,3/1/2010
2010,April,All India,wireline,MTNL,3488346,4/1/2010
2010,May,All India,wireline,MTNL,3484257,5/1/2010
2010,June,All India,wireline,MTNL,3485178,6/1/2010
2010,July,All India,wireline,MTNL,3476418,7/1/2010
2010,August,All India,wireline,MTNL,3474389,8/1/2010
2010,September,All India,wireline,MTNL,3474542,9/1/2010
2010,October,All India,wireline,MTNL,3471438,10/1/2010
2010,November,All India,wireline,MTNL,3470091,11/1/2010
2010,December,All India,wireline,MTNL,3467061,12/1/2010
2011,January,All India,wireline,MTNL,3462888,1/1/2011
2011,February,All India,wireline,MTNL,3458399,2/1/2011
2011,March,All India,wireline,MTNL,3463969,3/1/2011
2011,April,All India,wireline,MTNL,3459285,4/1/2011
2011,May,All India,wireline,MTNL,3446015,5/1/2011
2011,June,All India,wireline,MTNL,3443376,6/1/2011
2011,July,All India,wireline,MTNL,3444491,7/1/2011
2011,August,All India,wireline,MTNL,3446216,8/1/2011
2011,September,All India,wireline,MTNL,3445241,9/1/2011
2011,October,All India,wireline,MTNL,3447199,10/1/2011
2011,November,All India,wireline,MTNL,3449038,11/1/2011
2011,December,All India,wireline,MTNL,3453766,12/1/2011
2012,January,All India,wireline,MTNL,3456113,1/1/2012
2012,February,All India,wireline,MTNL,3455248,2/1/2012
2012,March,All India,wireline,MTNL,3457729,3/1/2012
2012,April,All India,wireline,MTNL,3457309,4/1/2012
2012,May,All India,wireline,MTNL,3454320,5/1/2012
2012,June,All India,wireline,MTNL,3454193,6/1/2012
2012,July,All India,wireline,MTNL,3454113,7/1/2012
2012,August,All India,wireline,MTNL,3453518,8/1/2012
2012,September,All India,wireline,MTNL,3453811,9/1/2012
2012,October,All India,wireline,MTNL,3454135,10/1/2012
2012,November,All India,wireline,MTNL,3453854,11/1/2012
2012,December,All India,wireline,MTNL,3455503,12/1/2012
2013,January,All India,wireline,MTNL,3455551,1/1/2013
2013,February,All India,wireline,MTNL,3456885,2/1/2013
2013,March,All India,wireline,MTNL,3460049,3/1/2013
2013,April,All India,wireline,MTNL,3551484,4/1/2013
2013,May,All India,wireline,MTNL,3551658,5/1/2013
2013,June,All India,wireline,MTNL,3549890,6/1/2013
2013,July,All India,wireline,MTNL,3548346,7/1/2013
2013,August,All India,wireline,MTNL,3543394,8/1/2013
2013,September,All India,wireline,MTNL,3542847,9/1/2013
2013,October,All India,wireline,MTNL,3543393,10/1/2013
2013,November,All India,wireline,MTNL,3540450,11/1/2013
2013,December,All India,wireline,MTNL,3539931,12/1/2013
2014,January,All India,wireline,MTNL,3537984,1/1/2014
2014,February,All India,wireline,MTNL,3534275,2/1/2014
2014,March,All India,wireline,MTNL,3528752,3/1/2014
2014,April,All India,wireline,MTNL,3537253,4/1/2014
2014,May,All India,wireline,MTNL,3532661,5/1/2014
2014,June,All India,wireline,MTNL,3528892,6/1/2014
2014,July,All India,wireline,MTNL,3523058,7/1/2014
2014,August,All India,wireline,MTNL,3532517,8/1/2014
2014,September,All India,wireline,MTNL,3530163,9/1/2014
2014,October,All India,wireline,MTNL,3527636,10/1/2014
2014,November,All India,wireline,MTNL,3524714,11/1/2014
2014,December,All India,wireline,MTNL,3521564,12/1/2014
2015,January,All India,wireline,MTNL,3520833,1/1/2015
2015,February,All India,wireline,MTNL,3520709,2/1/2015
2015,March,All India,wireline,MTNL,3551671,3/1/2015
2015,April,All India,wireline,MTNL,3546191,4/1/2015
2015,May,All India,wireline,MTNL,3540444,5/1/2015
2015,June,All India,wireline,MTNL,3535617,6/1/2015
2015,July,All India,wireline,MTNL,3533275,7/1/2015
2015,August,All India,wireline,MTNL,3531092,8/1/2015
2015,September,All India,wireline,MTNL,3529872,9/1/2015
2015,October,All India,wireline,MTNL,3525108,10/1/2015
2015,November,All India,wireline,MTNL,3520691,11/1/2015
2015,December,All India,wireline,MTNL,3517794,12/1/2015
2016,January,All India,wireline,MTNL,3512686,1/1/2016
2016,February,All India,wireline,MTNL,3508257,2/1/2016
2016,March,All India,wireline,MTNL,3504088,3/1/2016
2016,April,All India,wireline,MTNL,3495239,4/1/2016
2016,May,All India,wireline,MTNL,3488923,5/1/2016
2016,June,All India,wireline,MTNL,3483888,6/1/2016
2016,July,All India,wireline,MTNL,3475894,7/1/2016
2016,August,All India,wireline,MTNL,3467277,8/1/2016
2016,September,All India,wireline,MTNL,3460510,9/1/2016
2016,October,All India,wireline,MTNL,3485817,10/1/2016
2016,November,All India,wireline,MTNL,3482148,11/1/2016
2016,December,All India,wireline,MTNL,3478061,12/1/2016
2017,January,All India,wireline,MTNL,3473709,1/1/2017
2017,February,All India,wireline,MTNL,3469143,2/1/2017
2017,March,All India,wireline,MTNL,3462374,3/1/2017
2017,April,All India,wireline,MTNL,3454486,4/1/2017
2017,May,All India,wireline,MTNL,3444603,5/1/2017
2017,June,All India,wireline,MTNL,3434165,6/1/2017
2017,July,All India,wireline,MTNL,3423889,7/1/2017
2017,August,All India,wireline,MTNL,3414145,8/1/2017
2017,September,All India,wireline,MTNL,3404215,9/1/2017
2017,October,All India,wireline,MTNL,3395863,10/1/2017
2017,November,All India,wireline,MTNL,3386431,11/1/2017
2017,December,All India,wireline,MTNL,3376151,12/1/2017
2018,January,All India,wireline,MTNL,3365244,1/1/2018
2018,February,All India,wireline,MTNL,3356725,2/1/2018
2018,March,All India,wireline,MTNL,3346568,3/1/2018
2018,April,All India,wireline,MTNL,3331977,4/1/2018
2018,May,All India,wireline,MTNL,3323360,5/1/2018
2018,June,All India,wireline,MTNL,3315231,6/1/2018
2018,July,All India,wireline,MTNL,3306663,7/1/2018
2018,August,All India,wireline,MTNL,3296616,8/1/2018
2018,September,All India,wireline,MTNL,3287892,9/1/2018
